2021-10-08,from,2021-10-25
watch,gun,jewellery,mobile,knife,e,e-cigare,e-cigarette,scissor,nail_cutte,nail_cutter,e-cigar,cigar,cigar_cutter,laptop,lighter,battr,battrey,ammo,cigar_cutte,lighte,gold,plier
2,2,1,19,12,5,5,10,5,1,1,4,3,5,1,6,1,1,1,1,2,3,1
